stationTriplet,actonId,beginDate,countyName,elevation,endDate,fipsCountryCd,fipsCountyCd,fipsStateNumber,huc,hud,latitude,longitude,name,shefId,stationDataTimeZone,stationTimeZone
1134:WY:SNTL,09G06S,2010-08-04 00:00:00,Sublette,9000.00,2100-01-01 00:00:00,US,035,56,101800060101,10180006,42.58010,-109.08830,Larsen Creek,LCRW4,-8.0,
572:UT:SNTL,09L03S,1980-08-08 00:00:00,San Juan,9578.00,2100-01-01 00:00:00,US,037,49,140300050404,14030005,38.48226,-109.27198,Lasal Mountain,LSMU1,-8.0,
1215:UT:SNTL,09L01S,2012-10-01 00:00:00,San Juan,8783.00,2100-01-01 00:00:00,US,037,49,140300050404,14030005,38.48167,-109.29164,Lasal Mountain-Lower,LMLU1,-8.0,
573:NV:SNTL,16H05S,1979-10-01 00:00:00,Elko,6682.00,2100-01-01 00:00:00,US,007,32,170501040202,17050104,41.77637,-116.02957,Laurel Draw,LADN2,-8.0,
574:CA:SNTL,19L38S,1989-10-01 00:00:00,Mono,9604.00,2100-01-01 00:00:00,US,051,06,160503020104,16050302,38.27594,-119.61281,Leavitt Lake,LELC1,-8.0,
575:CA:SNTL,19L08S,1980-10-01 00:00:00,Mono,7198.00,2100-01-01 00:00:00,US,051,06,160503020104,16050302,38.30367,-119.55111,Leavitt Meadows,LVTC1,-8.0,
1112:NV:SNTL,15N10S,2008-10-01 00:00:00,Clark,8626.00,2100-01-01 00:00:00,US,003,32,150100150206,15010015,36.30537,-115.67508,Lee Canyon,LCAN2,-8.0,
576:MT:SNTL,13E23S,1971-01-01 00:00:00,Beaverhead,8100.00,2100-01-01 00:00:00,US,001,30,100200011106,10020001,44.99380,-113.44399,Lemhi Ridge,LMHM8,-8.0,
577:WY:SNTL,10E09S,1963-09-01 00:00:00,Teton,7850.00,2100-01-01 00:00:00,US,039,56,170401010104,17040101,44.20862,-110.66628,Lewis Lake Divide,LWSW4,-8.0,
1006:NV:SNTL,16J01S,2000-10-01 00:00:00,Lander,7370.00,2100-01-01 00:00:00,US,015,32,160401070903,16040107,40.35720,-116.86470,Lewis Peak,LWPN2,-8.0,
578:MT:SNTL,10D13S,1963-10-01 00:00:00,Gallatin,6860.00,2100-01-01 00:00:00,US,031,30,100200081001,10020008,45.50410,-110.96625,Lick Creek,LCKM8,-8.0,
1056:UT:SNTL,11H59S,2004-10-01 00:00:00,Weber,8215.00,2100-01-01 00:00:00,US,057,49,160201020201,16020102,41.35891,-111.48749,Lightning Ridge,LIGU1,-8.0,
579:UT:SNTL,10J35S,1980-06-12 00:00:00,Summit,9133.00,2100-01-01 00:00:00,US,043,49,160101010103,16010101,40.86493,-110.79813,Lily Lake,LLKU1,-8.0,
580:CO:SNTL,06M23S,1979-10-01 00:00:00,Conejos,11069.00,2100-01-01 00:00:00,US,021,08,130100020302,13010002,37.38028,-106.54823,Lily Pond,LPDC2,-8.0,
582:UT:SNTL,11H25S,1978-10-01 00:00:00,Cache,6548.00,2100-01-01 00:00:00,US,005,49,160102030103,16010203,41.40562,-111.82607,Little Bear,LTBU1,-8.0,
947:AK:SNTL,46Q02S,1980-10-01 00:00:00,Fairbanks North Star,2000.00,2100-01-01 00:00:00,US,090,02,190803060706,19040506,65.12422,-146.73390,Little Chena Ridge,LCRA2,-9.0,
1131:WY:SNTL,07E40S,2010-08-04 00:00:00,Johnson,8870.00,2100-01-01 00:00:00,US,019,56,100901010105,10090101,44.54315,-107.17865,Little Goose,LGSW4,-8.0,
583:UT:SNTL,13M04S,1985-10-01 00:00:00,Washington,6065.00,2100-01-01 00:00:00,US,053,49,160300061302,15010008,37.48631,-113.84582,Little Grassy,LGCU1,-8.0,
584:OR:SNTL,22E09S,1978-10-01 00:00:00,Linn,4020.00,2100-01-01 00:00:00,US,043,41,170900060301,17090005,44.61297,-122.22565,Little Meadows,LMDO3,-8.0,
1047:WY:SNTL,06H25S,2004-07-27 00:00:00,Carbon,8928.00,2100-01-01 00:00:00,US,007,56,140500030103,14050003,41.07051,-106.94284,Little Snake River,LITW4,-8.0,
1242:NV:SNTL,19K03S,2013-10-01 00:00:00,Washoe,6493.00,2100-01-01 00:00:00,US,031,32,160501020301,,39.25259,-119.87710,Little Valley,LTVN2,-8.0,
585:WY:SNTL,09F08S,1978-10-01 00:00:00,Fremont,9370.00,2100-01-01 00:00:00,US,013,56,100800010212,10080001,43.50278,-109.75200,Little Warm,LTWW4,-8.0,
586:CO:SNTL,07M29S,1979-10-01 00:00:00,Dolores,10193.00,2100-01-01 00:00:00,US,033,08,140300020201,14030002,37.79895,-107.92475,Lizard Head Pass,LIZC2,-8.0,
587:CA:SNTL,19L17S,1978-10-01 00:00:00,Mono,9249.00,2100-01-01 00:00:00,US,051,06,160503020201,16050302,38.43745,-119.36572,Lobdell Lake,LOBC1,-8.0,
588:ID:SNTL,14C05S,1982-10-01 00:00:00,Idaho,5240.00,2100-01-01 00:00:00,US,049,16,170102051401,17060303,46.63448,-114.58072,Lolo Pass,LPSI1,-8.0,
589:CO:SNTL,08M07S,1979-10-01 00:00:00,San Miguel,9755.00,2100-01-01 00:00:00,US,113,08,140300030302,14030003,37.89169,-108.19636,Lone Cone,LNCC2,-8.0,
590:MT:SNTL,11D19S,1988-10-01 00:00:00,Madison,8880.00,2100-01-01 00:00:00,US,057,30,100200080201,10020008,45.27412,-111.42692,Lone Mountain,BSKM8,-8.0,
591:WA:SNTL,21C26S,1978-10-01 00:00:00,Skamania,3930.00,2100-01-01 00:00:00,US,059,53,170800020203,17080002,46.27143,-121.96288,Lone Pine,LPSW1,-8.0,
1261:UT:SNTL,10M01S,2014-10-16 00:00:00,Garfield,9410.00,2100-01-01 00:00:00,US,017,49,140700010301,,38.07000,-110.77241,Lonesome Beaver,LBVU1,-8.0,
1123:CO:SNTL,05J27S,2008-10-16 00:00:00,Larimer,10008.00,2100-01-01 00:00:00,US,069,08,101900070203,10190007,40.51154,-105.76540,Long Draw Resv,LRVC2,-8.0,
592:UT:SNTL,13M02S,1979-09-09 00:00:00,Washington,7982.00,2100-01-01 00:00:00,US,053,49,160300061403,15010008,37.51255,-113.39661,Long Flat,LGFU1,-8.0,
1001:AK:SNTL,33J01S,1966-10-01 00:00:00,Juneau,850.00,2100-01-01 00:00:00,US,110,02,190102060505,19010201,58.18600,-133.83217,Long Lake,LLKA2,-9.0,
1016:ID:SNTL,16E18S,2001-10-01 00:00:00,Valley,4890.00,2100-01-01 00:00:00,US,085,16,170501230206,17050123,44.78835,-116.08878,Long Valley,LGVI1,-8.0,
593:UT:SNTL,12M06S,1986-06-11 00:00:00,Kane,7465.00,2100-01-01 00:00:00,US,025,49,150100080201,16030001,37.48756,-112.51458,Long Valley Jct,LVJU1,-8.0,
594:ID:SNTL,15B02S,1978-10-01 00:00:00,Shoshone,5190.00,2100-01-01 00:00:00,US,079,16,170103020101,17010302,47.45749,-115.70457,Lookout,LKTI1,-8.0,
595:NM:SNTL,07S04S,1978-10-01 00:00:00,Sierra,8509.00,2100-01-01 00:00:00,US,051,35,150400010402,15040001,33.36089,-107.83203,Lookout Mountain,LKTN5,-8.0,
596:UT:SNTL,11J64S,1988-06-23 00:00:00,Salt Lake,8161.00,2100-01-01 00:00:00,US,035,49,160202040302,16020204,40.83731,-111.70965,Lookout Peak,LOPU1,-8.0,
597:WY:SNTL,10F16S,1979-10-01 00:00:00,Sublette,8240.00,2100-01-01 00:00:00,US,035,56,140401010201,14040101,43.17387,-110.14007,Loomis Park,LOPW4,-8.0,
1118:UT:SNTL,11H32S,2010-10-01 00:00:00,Morgan,6082.00,2100-01-01 00:00:00,US,029,49,160201010603,16020101,41.22155,-111.35947,Lost Creek Resv,LCVU1,-8.0,
940:CO:SNTL,06J38S,1998-08-01 00:00:00,Routt,9327.00,2100-01-01 00:00:00,US,107,08,140500010203,14050001,40.81557,-106.74833,Lost Dog,LOTC2,-8.0,
599:WA:SNTL,21C39S,1989-10-01 00:00:00,Yakima,5120.00,2100-01-01 00:00:00,US,077,53,170300030302,17030003,46.35750,-121.08095,Lost Horse,LOHW1,-8.0,
600:ID:SNTL,15B14S,1979-10-01 00:00:00,Shoshone,6110.00,2100-01-01 00:00:00,US,079,16,170603080101,17060308,47.08090,-115.96040,Lost Lake,LSLI1,-8.0,
601:ID:SNTL,14F03S,1979-10-01 00:00:00,Blaine,7900.00,2100-01-01 00:00:00,US,013,16,170402190304,17040218,43.82432,-114.26402,Lost-Wood Divide,LWDI1,-8.0,
972:UT:SNTL,11J69S,1999-10-01 00:00:00,Salt Lake,6700.00,2100-01-01 00:00:00,US,035,49,160202040304,16020204,40.83033,-111.76457,Louis Meadow,LMSU1,-8.0,
602:CO:SNTL,05K05S,1991-10-01 00:00:00,Clear Creek,11427.00,2100-01-01 00:00:00,US,019,08,101900040102,10190004,39.67428,-105.90264,Loveland Basin,LBAC2,-8.0,
1265:AK:SNTL,55K08S,2015-06-19 11:00:00,Kenai Peninsula,1915.00,2100-01-01 00:00:00,US,122,02,190203011101,,59.73507,-150.69327,Lower Kachemak Creek,LKCA2,-9.0,
603:MT:SNTL,11D11S,1976-10-01 00:00:00,Madison,7900.00,2100-01-01 00:00:00,US,057,30,100200071101,10020007,45.50871,-111.92288,Lower Twin,LWTM8,-8.0,
604:MT:SNTL,13C38S,1970-10-01 00:00:00,Missoula,4680.00,2100-01-01 00:00:00,US,063,30,170102031204,17010203,46.88293,-113.32228,Lubrecht Flume,LUBM8,-8.0,
605:OR:SNTL,18D06S,1978-10-01 00:00:00,Umatilla,4970.00,2100-01-01 00:00:00,US,059,41,170701030606,17070103,45.27478,-118.84790,Lucky Strike,LUKO3,-8.0,
606:WA:SNTL,20A23S,1978-10-01 00:00:00,Chelan,5980.00,2100-01-01 00:00:00,US,007,53,170200090203,17020009,48.19798,-120.91678,Lyman Lake,LYLW1,-8.0,
1069:WA:SNTL,21B50S,2007-08-30 00:00:00,King,3900.00,2100-01-01 00:00:00,US,033,53,171100130203,17110013,47.20172,-121.77972,Lynn Lake,LAKW1,-8.0,
607:CO:SNTL,06J06S,1979-10-01 00:00:00,Routt,8919.00,2100-01-01 00:00:00,US,107,08,140100011001,14010001,40.07832,-106.67095,Lynx Pass,LYNC2,-8.0,
608:OR:SNTL,19D03S,1979-10-01 00:00:00,Morrow,5150.00,2100-01-01 00:00:00,US,049,41,170702041101,17070202,45.10513,-119.49585,Madison Butte,MDBO3,-8.0,
609:MT:SNTL,11E31S,1967-10-01 00:00:00,Gallatin,7750.00,2100-01-01 00:00:00,US,031,30,100200070204,10020007,44.58623,-111.11627,Madison Plateau,MPLM8,-8.0,
610:ID:SNTL,14G02S,1979-10-01 00:00:00,Twin Falls,6880.00,2100-01-01 00:00:00,US,083,16,170402120601,17040213,42.18072,-114.28662,Magic Mountain,MGMI1,-8.0,
612:UT:SNTL,11K03S,1978-10-01 00:00:00,Sanpete,8709.00,2100-01-01 00:00:00,US,039,49,160300040203,16030004,39.68338,-111.31818,Mammoth-Cottonwood,MCDU1,-8.0,
905:CO:SNTL,08M02S,1994-08-30 00:00:00,Montezuma,10044.00,2100-01-01 00:00:00,US,083,08,140801070102,14080107,37.43109,-108.17005,Mancos,MNCC2,-8.0,
613:MT:SNTL,13A27S,1976-10-01 00:00:00,Glacier,4900.00,2100-01-01 00:00:00,US,035,30,090400010201,10010002,48.79698,-113.67050,Many Glacier,MANM8,-8.0,
614:OR:SNTL,21E04S,1979-10-01 00:00:00,Linn,2590.00,2100-01-01 00:00:00,US,043,41,170900050205,17090005,44.59397,-121.97365,Marion Forks,MRFO3,-8.0,
615:NV:SNTL,19K04S,1978-10-01 00:00:00,Carson City,7884.00,2100-01-01 00:00:00,US,510,32,160501010201,16050101,39.16395,-119.89672,Marlette Lake,MRLN2,-8.0,
616:WY:SNTL,09E09S,1979-10-01 00:00:00,Park,8760.00,2100-01-01 00:00:00,US,029,56,100800130303,10080012,44.30160,-109.24019,Marquette,MRQW4,-8.0,
999:WA:SNTL,21A09S,2006-07-01 00:00:00,Whatcom,3520.00,2100-01-01 00:00:00,US,073,53,171100051004,17110005,48.76292,-121.69823,Marten Ridge,MRTW1,-8.0,
617:AZ:SNTL,09S02S,1953-10-01 00:00:00,Apache,9220.00,2100-01-01 00:00:00,US,001,04,150601010104,15060101,33.92123,-109.45872,Maverick Fork,MVFA3,-8.0,
1096:AK:SNTL,42M01S,2006-10-01 00:00:00,Valdez-Cordova,1610.00,2100-01-01 00:00:00,US,261,02,190201031603,19020103,61.34783,-142.70967,May Creek,SNCA2,-9.0,
618:CO:SNTL,07K09S,1979-10-01 00:00:00,Gunnison,8774.00,2100-01-01 00:00:00,US,051,08,140200040203,14020004,39.12899,-107.28834,Mc Clure Pass,MCPC2,-8.0,
1040:CO:SNTL,06K44S,2002-10-01 00:00:00,Eagle,9516.00,2100-01-01 00:00:00,US,037,08,140100030302,14010003,39.60231,-106.54400,Mccoy Park,MCYC2,-8.0,
785:AK:SNTL,55N01S,2019-08-13 00:00:00,Yukon-Koyukuk,340.00,2100-01-01 00:00:00,US,290,02,190304050502,,62.94652,-155.61020,McGrath,MCSA2,-9.0,
619:OR:SNTL,21E07S,1979-10-01 00:00:00,Lane,4770.00,2100-01-01 00:00:00,US,039,41,170900040207,17090004,44.21030,-121.87292,Mckenzie,MKZO3,-8.0,
1048:NM:SNTL,07S03S,2003-09-25 00:00:00,Grant,9242.00,2100-01-01 00:00:00,US,017,35,130302020103,13030202,33.00796,-107.86982,Mcknight Cabin,MCKN5,-8.0,
1003:AK:SNTL,51K14S,1985-10-01 00:00:00,Kenai Peninsula,1320.00,2100-01-01 00:00:00,US,122,02,190203010806,19020301,59.74433,-151.25133,Mcneil Canyon,MCNA2,-9.0,
1191:AK:SNTL,54K01S,2012-06-27 13:00:00,Kenai Peninsula,140.00,2100-01-01 00:00:00,US,122,02,190206021207,19020602,59.08332,-154.27543,Mcneil River SGS,MLRA2,-9.0,
620:ID:SNTL,13E18S,1979-10-01 00:00:00,Lemhi,9150.00,2100-01-01 00:00:00,US,059,16,170602040101,17060204,44.43655,-113.31815,Meadow Lake,MDLI1,-8.0,
897:WA:SNTL,21B59S,1993-10-01 00:00:00,King,3230.00,2100-01-01 00:00:00,US,033,53,171100120101,17110012,47.28312,-121.47197,Meadows Pass,MPSW1,-8.0,
1196:WY:SNTL,06H27S,2012-08-15 00:00:00,Carbon,10512.00,2100-01-01 00:00:00,US,007,56,101800040302,10180004,41.37833,-106.34697,Med Bow,MBSW4,-8.0,
914:CO:SNTL,05M16S,1995-10-01 00:00:00,Saguache,9668.00,2100-01-01 00:00:00,US,109,08,130100030604,13010003,37.85192,-105.43666,Medano Pass,MDPC2,-8.0,
621:UT:SNTL,12L12S,1980-07-23 00:00:00,Beaver,8705.00,2100-01-01 00:00:00,US,001,49,160300070201,16030007,38.30285,-112.43637,Merchant Valley,MVYU1,-8.0,
1207:NV:SNTL,15H20S,2011-12-23 00:00:00,Elko,6915.00,2100-01-01 00:00:00,US,007,32,170501020601,17050102,41.89270,-115.85800,Merritt Mountain,MERN2,-8.0,
622:CO:SNTL,08K04S,1985-10-01 00:00:00,Mesa,10168.00,2100-01-01 00:00:00,US,077,08,140100051307,14010005,39.05738,-108.05756,Mesa Lakes,MESC2,-8.0,
1011:WA:SNTL,21A36S,2002-10-01 00:00:00,Whatcom,4970.00,2100-01-01 00:00:00,US,073,53,171100040303,17110004,48.82453,-121.92951,MF Nooksack,MNOW1,-8.0,
623:ID:SNTL,16B14S,1989-10-01 00:00:00,Shoshone,4510.00,2100-01-01 00:00:00,US,079,16,170103040604,17010304,47.15045,-116.26643,Mica Creek,MCKI1,-8.0,
937:CO:SNTL,05K28S,1998-08-10 00:00:00,Park,10702.00,2100-01-01 00:00:00,US,093,08,101900010404,10190001,39.43579,-105.91072,Michigan Creek,MIHC2,-8.0,
1206:NV:SNTL,16H03S,2011-12-23 00:00:00,Elko,6630.00,2100-01-01 00:00:00,US,007,32,160401060402,16040105,41.26873,-116.80332,Midas,MDSN2,-8.0,
624:CO:SNTL,07M21S,1979-10-01 00:00:00,Mineral,11269.00,2100-01-01 00:00:00,US,079,08,130100010501,13010001,37.61779,-107.03932,Middle Creek,MDLC2,-8.0,
1064:AK:SNTL,50K05S,1989-10-01 00:00:00,Kenai Peninsula,2300.00,2100-01-01 00:00:00,US,122,02,190203011102,19020301,59.77683,-150.75733,Middle Fork Bradley,MFBA2,-9.0,
1014:CO:SNTL,06K12S,2001-09-19 00:00:00,Grand,8969.00,2100-01-01 00:00:00,US,049,08,140100010402,14010001,39.79565,-106.02802,Middle Fork Camp,MFKC2,-8.0,
625:WY:SNTL,07F02S,1978-10-01 00:00:00,Washakie,7760.00,2100-01-01 00:00:00,US,043,56,100800080205,10090201,43.62728,-107.18138,Middle Powder,MDDW4,-8.0,
626:UT:SNTL,12M23S,1980-07-22 00:00:00,Iron,9827.00,2100-01-01 00:00:00,US,021,49,160300010101,16030001,37.56933,-112.83849,Midway Valley,MDVU1,-8.0,
1079:OR:SNTL,17D20S,2007-05-12 00:00:00,Wallowa,5580.00,2100-01-01 00:00:00,US,063,41,170701020201,17070102,45.98210,-117.94883,Milk Shakes,MLKO3,-8.0,
627:ID:SNTL,14E01S,1978-10-01 00:00:00,Custer,8800.00,2100-01-01 00:00:00,US,037,16,170602010501,17060201,44.47212,-114.48992,Mill Creek Summit,MLKI1,-8.0,
628:UT:SNTL,11J65S,1988-10-01 00:00:00,Salt Lake,8963.00,2100-01-01 00:00:00,US,035,49,160202040201,16020204,40.65883,-111.63683,Mill-D North,MLDU1,-8.0,
1084:OR:SNTL,23D03S,2006-09-22 00:00:00,Yamhill,420.00,2100-01-01 00:00:00,US,071,41,170900080606,17090008,45.24755,-123.27563,Miller Woods,MWDO3,-8.0,
629:CO:SNTL,07M14S,1978-10-01 00:00:00,San Juan,10046.00,2100-01-01 00:00:00,US,111,08,140801040103,14080104,37.84737,-107.72657,Mineral Creek,MINC2,-8.0,
631:UT:SNTL,12J07S,1988-09-22 00:00:00,Tooele,8295.00,2100-01-01 00:00:00,US,045,49,160203040503,16020304,40.49384,-112.61141,Mining Fork,MFKU1,-8.0,
632:CO:SNTL,07M12S,1985-10-01 00:00:00,San Juan,10631.00,2100-01-01 00:00:00,US,111,08,140801040302,14080104,37.74929,-107.68933,Molas Lake,MLSC2,-8.0,
1094:AK:SNTL,47O01S,1983-10-01 00:00:00,Matanuska-Susitna,2710.00,2100-01-01 00:00:00,US,170,02,190205010304,19020501,63.30533,-147.64633,Monahan Flat,MNFA2,-9.0,
633:CA:SNTL,19L40S,1990-10-01 00:00:00,Alpine,8306.00,2100-01-01 00:00:00,US,003,06,160502010201,16050302,38.66830,-119.60870,Monitor Pass,MNPC1,-8.0,
634:UT:SNTL,11H57S,1978-10-01 00:00:00,Cache,8932.00,2100-01-01 00:00:00,US,005,49,160102030201,16010203,41.46547,-111.49688,Monte Cristo,MCRU1,-8.0,
949:AK:SNTL,45Q02S,1979-10-01 00:00:00,Fairbanks North Star,1850.00,2100-01-01 00:00:00,US,090,02,190803060402,19040506,65.07833,-145.87067,Monument Creek,MNCA2,-9.0,
635:MT:SNTL,10D12S,1976-10-01 00:00:00,Park,8850.00,2100-01-01 00:00:00,US,067,30,100700020902,10070002,45.21759,-110.23700,Monument Peak,MNPM8,-8.0,
1124:CO:SNTL,06M26S,2008-10-01 00:00:00,Saguache,11128.00,2100-01-01 00:00:00,US,109,08,130100040201,13010004,37.96627,-106.55857,Moon Pass,MOPC2,-8.0,
636:ID:SNTL,13E06S,1979-10-01 00:00:00,Lemhi,7440.00,2100-01-01 00:00:00,US,059,16,170402170201,17040217,44.41470,-113.39812,Moonshine,MNSI1,-8.0,
1176:AK:SNTL,35K02S,1989-10-01 00:00:00,Skagway,2250.00,2100-01-01 00:00:00,US,230,02,190103030203,19010303,59.58783,-135.21050,Moore Creek Bridge,MREA2,-9.0,
638:ID:SNTL,13D16S,1979-10-01 00:00:00,Lemhi,6200.00,2100-01-01 00:00:00,US,059,16,170602030601,17060203,45.67008,-113.95315,Moose Creek,MOKI1,-8.0,
1035:AK:SNTL,48M04S,2001-10-01 00:00:00,Anchorage,2100.00,2100-01-01 00:00:00,US,020,02,190204010103,19020401,61.37727,-148.99917,Moraine,MORA2,-9.0,
637:ID:SNTL,15F01S,1978-09-30 00:00:00,Boise,6100.00,2100-01-01 00:00:00,US,015,16,170501110503,17050111,43.93200,-115.66588,Mores Creek Summit,MRKI1,-8.0,
639:ID:SNTL,14E04S,1979-10-01 00:00:00,Lemhi,7600.00,2100-01-01 00:00:00,US,059,16,170602030901,17060201,44.84237,-114.26871,Morgan Creek,MRGI1,-8.0,
640:AZ:SNTL,11R03S,1963-01-01 00:00:00,Coconino,7500.00,2100-01-01 00:00:00,US,005,04,150200150201,15060202,34.94141,-111.51864,Mormon Mountain,MRMA3,-8.0,
1125:AZ:SNTL,11R12S,2008-06-02 00:00:00,Coconino,8462.00,2100-01-01 00:00:00,US,005,04,150200150202,15020015,34.96942,-111.50868,Mormon Mtn Summit,MMNA3,-8.0,
642:WA:SNTL,21C17S,1978-10-01 00:00:00,Yakima,5410.00,2100-01-01 00:00:00,US,077,53,170300020106,17030002,46.90585,-121.48270,Morse Lake,MRSW1,-8.0,
643:UT:SNTL,09J05S,1978-10-01 00:00:00,Uintah,9553.00,2100-01-01 00:00:00,US,047,49,140600100702,14060003,40.60798,-109.88810,Mosby Mtn.,MMTU1,-8.0,
989:ID:SNTL,16C02S,2000-10-01 00:00:00,Latah,4700.00,2100-01-01 00:00:00,US,057,16,170603061002,17060108,46.80500,-116.85350,Moscow Mountain,MSCI1,-8.0,
644:WA:SNTL,19A13S,1991-10-01 00:00:00,Okanogan,5010.00,2100-01-01 00:00:00,US,047,53,170200061903,17020004,48.36163,-119.08159,Moses Mtn,MMSW1,-8.0,
645:ID:SNTL,16A04S,1978-10-01 00:00:00,Shoshone,5260.00,2100-01-01 00:00:00,US,079,16,170103010101,17010301,48.05726,-116.23055,Mosquito Ridge,MOQI1,-8.0,
646:MT:SNTL,13B24S,1961-04-01 00:00:00,Lake,6780.00,2100-01-01 00:00:00,US,047,30,170102080404,17010211,47.68493,-113.96230,Moss Peak,MSPM8,-8.0,
647:OR:SNTL,17D06S,1979-10-01 00:00:00,Union,5760.00,2100-01-01 00:00:00,US,061,41,170601040702,17060104,45.27173,-117.68747,Moss Springs,MOSO3,-8.0,
648:WA:SNTL,23B06S,1989-10-01 00:00:00,Jefferson,3960.00,2100-01-01 00:00:00,US,031,53,171100180601,17110018,47.76370,-123.02600,Mount Crag,MTCW1,-8.0,
898:WA:SNTL,21B21S,1993-10-01 00:00:00,King,2920.00,2100-01-01 00:00:00,US,033,53,171100120103,17110012,47.35768,-121.56812,Mount Gardner,MGSW1,-8.0,
649:MT:SNTL,12B12S,1968-10-01 00:00:00,Teton,6400.00,2100-01-01 00:00:00,US,099,30,100302050102,10030104,47.91727,-112.82380,Mount Lockhart,MTKM8,-8.0,
650:ID:SNTL,15D06S,1979-10-01 00:00:00,Idaho,6320.00,2100-01-01 00:00:00,US,049,16,170603020301,17060305,45.69694,-115.22972,Mountain Meadows,MTMI1,-8.0,
941:WA:SNTL,21C40S,1998-09-30 00:00:00,Pierce,3160.00,2100-01-01 00:00:00,US,053,53,171100140105,17110014,46.92833,-121.95232,Mowich,MHSW1,-8.0,
1224:UT:SNTL,11K12S,2012-10-01 00:00:00,Sanpete,9524.00,2100-01-01 00:00:00,US,039,49,160300040402,16030004,39.13648,-111.50527,Mt Baldy,MTBU1,-8.0,
651:OR:SNTL,21D08S,1979-10-01 00:00:00,Clackamas,5370.00,2100-01-01 00:00:00,US,005,41,170800010302,17080001,45.32097,-121.71580,Mt Hood Test Site,MTHO3,-8.0,
1269:UT:SNTL,10M02S,2015-10-01 00:00:00,Garfield,9209.00,2100-01-01 00:00:00,US,017,49,140700010502,,37.97793,-110.79330,Mt Pennell,MPEU1,-8.0,
652:NV:SNTL,19K07S,1980-10-01 00:00:00,Washoe,8801.00,2100-01-01 00:00:00,US,031,32,160501020304,16050102,39.31573,-119.89473,Mt Rose Ski Area,MRSN2,-8.0,
1103:AK:SNTL,49L01S,1971-10-01 00:00:00,Anchorage,1540.00,2100-01-01 00:00:00,US,020,02,190203020702,19020401,60.95983,-149.08617,Mt. Alyeska,YESA2,-9.0,
1073:AK:SNTL,45L01S,2004-10-01 00:00:00,Valdez-Cordova,1405.00,2100-01-01 00:00:00,US,261,02,190202010200,19020201,60.55000,-145.74500,Mt. Eyak,EYKA2,-9.0,
653:OR:SNTL,17D18S,1979-10-01 00:00:00,Wallowa,7910.00,2100-01-01 00:00:00,US,063,41,170601050102,17060105,45.26522,-117.17373,Mt. Howard,MHWO3,-8.0,
948:AK:SNTL,46Q01S,1980-10-01 00:00:00,Fairbanks North Star,2800.00,2100-01-01 00:00:00,US,090,02,190803060404,19040506,65.25113,-146.15133,Mt. Ryan,MTRA2,-9.0,
1126:WA:SNTL,,2020-07-08 00:00:00,Mason,3384.00,2100-01-01 00:00:00,US,045,53,171100170101,,47.46061,-123.41219,Mt. Tebo,TEBW1,-8.0,
1259:WA:SNTL,19A09S,2014-06-10 00:00:00,Okanogan,4470.00,2100-01-01 00:00:00,US,047,53,170200062001,,48.58526,-119.86624,Muckamuck,MUKW1,-8.0,
654:ID:SNTL,16G07S,1979-10-01 00:00:00,Owyhee,5730.00,2100-01-01 00:00:00,US,073,16,170501041401,17050104,42.60040,-116.55925,Mud Flat,MDFI1,-8.0,
655:OR:SNTL,21D35S,1978-10-01 00:00:00,Clackamas,4070.00,2100-01-01 00:00:00,US,005,41,170800010302,17080001,45.25362,-121.73673,Mud Ridge,MUDO3,-8.0,
656:MT:SNTL,12D11S,1977-10-01 00:00:00,Beaverhead,8300.00,2100-01-01 00:00:00,US,001,30,100200041303,10020004,45.40957,-112.95927,Mule Creek,MULM8,-8.0,
950:AK:SNTL,46P01S,1979-10-01 00:00:00,Fairbanks North Star,3100.00,2100-01-01 00:00:00,US,090,02,190803060602,19040506,64.85033,-146.20945,Munson Ridge,MSOA2,-9.0,
1053:ID:SNTL,16A14S,2003-10-01 00:00:00,Boundary,3520.00,2100-01-01 00:00:00,US,021,16,170101040701,17010104,48.72263,-116.46312,Myrtle Creek,MYRI1,-8.0,
657:MT:SNTL,13C31S,1967-10-01 00:00:00,Powell,6250.00,2100-01-01 00:00:00,US,077,30,170102031204,17010203,46.87160,-113.27725,N Fk Elk Creek,NFEM8,-8.0,
658:CO:SNTL,06K06S,1985-10-01 00:00:00,Pitkin,8731.00,2100-01-01 00:00:00,US,097,08,140100040504,14010004,39.29695,-106.60786,Nast Lake,NSSC2,-8.0,
1138:NM:SNTL,08N03S,2009-05-12 00:00:00,San Juan,9064.00,2100-01-01 00:00:00,US,045,35,140802040206,14080204,36.17716,-108.94556,Navajo Whiskey Ck,WCTN5,-8.0,
2081:AK:SNTL,SC2081,2002-10-01 00:00:00,Yukon-Koyukuk,415.00,2100-01-01 00:00:00,US,290,02,190803090803,19040511,64.68582,-148.91130,Nenana,NESA2,-9.0,
903:MT:SNTL,12C22S,1977-10-01 00:00:00,Lewis and Clark,7020.00,2100-01-01 00:00:00,US,049,30,170102030302,17010203,46.84234,-112.50787,Nevada Ridge,NVRM8,-8.0,
1031:CO:SNTL,06J27S,2002-09-01 00:00:00,Jackson,10323.00,2100-01-01 00:00:00,US,057,08,101800010401,10180001,40.40392,-105.95567,Never Summer,NEVC2,-8.0,
660:OR:SNTL,21F10S,1979-10-01 00:00:00,Klamath,4910.00,2100-01-01 00:00:00,US,035,41,170703020205,17070302,43.51185,-121.97982,New Crescent Lake,NCLO3,-8.0,
